time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-04-24T06:16:39.680Z,37.6326667,-119.0285,0.97,0.27,md,8,100,0.009351,0.03,nc,nc73375695,2020-04-24T09:56:04.156Z,"4km W of Mammoth Lakes, CA",earthquake,0.36,0.8,0.186,7,reviewed,nc,nc
2020-04-24T06:16:31.710Z,33.4985,-116.4993333,13.62,0.46,ml,22,59,0.06452,0.12,ci,ci39403768,2020-04-24T13:11:30.094Z,"17km ESE of Anza, CA",earthquake,0.22,0.5,0.155,12,reviewed,ci,ci
2020-04-24T06:15:19.677Z,63.4362,-147.5921,15.1,1.2,ml,,,,0.59,ak,ak0205aagqre,2020-04-24T06:19:05.717Z,"68km E of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-04-24T06:12:52.139Z,61.0635,-146.684,3,1.4,ml,,,,0.87,ak,ak0205aag71v,2020-04-24T06:15:54.640Z,"19km WSW of Valdez, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-04-24T06:11:33.930Z,37.6328333,-119.0266667,2.08,0.36,md,10,74,0.007984,0.02,nc,nc73375685,2020-04-24T09:48:03.232Z,"4km W of Mammoth Lakes, CA",earthquake,0.42,0.69,0.432,9,reviewed,nc,nc
2020-04-24T05:57:44.870Z,38.7878342,-122.7634964,4.31,0.33,md,14,98,0.01311,0.02,nc,nc73375675,2020-04-24T06:12:04.264Z,"1km NNW of The Geysers, CA",earthquake,0.44,0.95,0.23,2,automatic,nc,nc
2020-04-24T05:57:40.580Z,19.08,-66.4928,31,3.28,md,15,249,0.604,0.32,pr,pr2020115005,2020-04-24T06:18:00.602Z,"68km N of Tierras Nuevas Poniente, Puerto Rico",earthquake,1.26,7.78,0.12,12,reviewed,pr,pr
2020-04-24T05:57:27.270Z,48.1431666666667,-121.240166666667,12.22,1.3,md,9,132,0.07303,0.29,uw,uw61603722,2020-04-25T04:27:12.640Z,"29km ESE of Darrington, Washington",earthquake,0.82,1.79,0.576428789604067,5,reviewed,uw,uw
2020-04-24T05:41:56.860Z,-19.7742,-126.5669,10,5.4,mww,,36,6.2,0.71,us,us60009b6q,2020-04-25T05:44:26.844Z,"South Pacific Ocean",earthquake,10.5,1.8,0.098,10,reviewed,us,us
2020-04-24T05:22:22.415Z,60.691,-150.9242,39,1.3,ml,,,,0.43,ak,ak0205a9wuap,2020-04-24T05:32:05.824Z,"19km NNW of Sterling, Alaska",earthquake,,1.8,,,automatic,ak,ak
2020-04-24T05:21:59.450Z,34.3325,-116.779,4.42,1.86,ml,70,33,0.04298,0.12,ci,ci39403736,2020-04-24T17:08:43.480Z,"10km NE of Big Bear City, CA",earthquake,0.1,0.27,0.121,74,reviewed,ci,ci
2020-04-24T05:21:48.510Z,19.071167,-155.3848267,37.16,2.3,md,14,268,0.1659,0.08,hv,hv71487532,2020-04-24T05:24:49.040Z,"17km SE of Pahala, Hawaii",earthquake,1.44,2.07,0.04,3,automatic,hv,hv
2020-04-24T05:20:28.580Z,17.955,-66.8961,11,2.47,md,18,187,0.0263,0.29,pr,pr2020115004,2020-04-24T06:08:39.802Z,"2km SE of Guanica, Puerto Rico",earthquake,0.68,0.56,0.39,12,reviewed,pr,pr
2020-04-24T05:16:01.610Z,52.0578333,-176.1058333,3.25,-0.03,ml,6,95,0.02548,0.17,av,av70889094,2020-04-24T22:40:23.210Z,"42km ENE of Adak, Alaska",earthquake,0.45,0.97,0.297,6,reviewed,av,av
2020-04-24T05:15:24.964Z,23.9987,95.7849,41.08,4.5,mb,,67,1.375,0.64,us,us60009b6d,2020-04-24T05:54:01.040Z,"140km NNW of Mogok, Burma",earthquake,7.5,8.8,0.097,32,reviewed,us,us
2020-04-24T05:10:41.460Z,19.0569992,-155.4299927,39.03,1.77,md,27,206,0.1025,0.14,hv,hv71487507,2020-04-24T05:14:04.160Z,"17km SSE of Pahala, Hawaii",earthquake,1.06,1.77,0.11,4,automatic,hv,hv
2020-04-24T05:09:53.230Z,52.0583333,-176.1056667,4.25,0.1,ml,5,135,0.02564,0.17,av,av70889089,2020-04-24T22:38:21.730Z,"42km ENE of Adak, Alaska",earthquake,0.5,1,0.253,5,reviewed,av,av
2020-04-24T05:08:32.440Z,52.064,-176.111,-0.13,-0.46,ml,6,102,0.02395,0.11,av,av70889084,2020-04-24T22:35:19.780Z,"42km ENE of Adak, Alaska",earthquake,0.28,0.35,0.203,6,reviewed,av,av
2020-04-24T05:06:38.900Z,52.061,-176.1113333,2.16,-0.83,ml,4,148,0.02276,0.16,av,av70889079,2020-04-24T22:33:18.260Z,"42km ENE of Adak, Alaska",earthquake,0.56,1.35,0.161,4,reviewed,av,av
2020-04-24T05:05:12.070Z,35.9215,-117.7793333,8.23,1.24,ml,17,52,0.04176,0.1,ci,ci39403720,2020-04-24T13:12:02.254Z,"12km E of Little Lake, CA",earthquake,0.19,0.54,0.146,17,reviewed,ci,ci
2020-04-24T05:04:32.760Z,38.0435,-118.7803333,4.76,1.51,md,26,105,0.3003,0.07,nc,nc73375660,2020-04-28T10:28:02.487Z,"28km SE of Bodie, CA",earthquake,0.6,8.13,0.178,25,reviewed,nc,nc
2020-04-24T05:02:46.325Z,59.4521,-136.6426,4.7,2.1,ml,,,,1.17,ak,ak0205a9sltw,2020-04-24T05:09:00.240Z,"72km WNW of Haines, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-04-24T05:00:04.640Z,40.7708333,-112.0803333,10.25,0.19,md,13,90,0.0174,0.06,uu,uu60381482,2020-04-24T16:27:11.290Z,"7km NNE of Magna, Utah",earthquake,0.31,0.69,0.075,4,reviewed,uu,uu
2020-04-24T04:59:30.385Z,62.1617,-150.2611,17.7,1,ml,,,,0.51,ak,ak0205a9jct9,2020-04-24T05:05:38.222Z,"19km SSW of Talkeetna, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-04-24T04:57:42.010Z,51.8571667,-177.8095,7.78,0.74,ml,9,152,0.04296,0.08,av,av62160186,2020-04-24T21:47:27.650Z,"23km E of Tanaga Volcano, Alaska",earthquake,0.48,0.47,0.287,9,reviewed,av,av
2020-04-24T04:56:00.904Z,64.7737,-148.9824,17.7,0.6,ml,,,,0.35,ak,ak0205a9incy,2020-04-24T05:00:16.390Z,"22km NNE of North Nenana, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-04-24T04:50:54.530Z,37.5281677,-118.8416672,5.78,1.63,md,24,155,0.06255,0.02,nc,nc73375655,2020-04-24T18:23:35.488Z,"15km WSW of Toms Place, CA",earthquake,0.54,0.86,0.17,20,automatic,nc,nc
2020-04-24T04:34:57.090Z,52.035,-176.0948333,7.7,-0.31,ml,5,126,0.02366,0.17,av,av70889074,2020-04-24T22:29:17.580Z,"42km ENE of Adak, Alaska",earthquake,0.68,1.16,0.295,5,reviewed,av,av
2020-04-24T04:27:28.370Z,37.5943333,-119.0146667,0.89,0.3,md,12,198,0.01897,0.03,nc,nc73375650,2020-04-24T09:40:04.025Z,"6km SSW of Mammoth Lakes, CA",earthquake,0.39,0.48,0.389,11,reviewed,nc,nc
2020-04-24T04:27:25.910Z,44.3655,-115.1815,5.73,2.19,ml,14,72,0.312,0.23,mb,mb80411374,2020-04-24T15:56:20.078Z,"70km ESE of Cascade, Idaho",earthquake,0.47,1.15,0.256,11,reviewed,mb,mb
2020-04-24T04:23:49.720Z,35.8663333,-117.693,8.25,1.17,ml,26,39,0.08207,0.15,ci,ci39403584,2020-04-24T16:34:58.432Z,"21km ESE of Little Lake, CA",earthquake,0.18,0.58,0.141,14,reviewed,ci,ci
2020-04-24T04:15:50.941Z,64.9972,-146.8904,5.1,0.6,ml,,,,0.33,ak,ak0205a99yvq,2020-04-24T04:21:08.110Z,"35km NE of North Pole, Alaska",earthquake,,4,,,automatic,ak,ak
2020-04-24T04:15:34.910Z,19.5266667,-155.9611667,-1.16,2.45,ml,50,188,0.09135,0.24,hv,hv71487462,2020-04-25T00:29:25.211Z,"8km SW of Kahaluu-Keauhou, Hawaii",earthquake,0.75,0.2,0.174,15,reviewed,hv,hv
2020-04-24T04:15:22.713Z,67.64,-156.9904,1.6,1.8,ml,,,,0.36,ak,ak0205a99wpp,2020-04-24T04:23:18.898Z,"81km N of Kobuk, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-04-24T04:14:55.940Z,19.2143326,-155.4244995,31.91,2.21,ml,37,151,0.03438,0.12,hv,hv71487457,2020-04-25T00:29:38.839Z,"5km E of Pahala, Hawaii",earthquake,0.63,0.84,5,5,automatic,hv,hv
2020-04-24T04:13:13.830Z,33.6801667,-116.6918333,15.63,0.5,ml,17,112,0.03609,0.09,ci,ci39403576,2020-04-24T04:25:54.746Z,"7km SSE of Idyllwild, CA",earthquake,0.23,0.39,0.176,4,reviewed,ci,ci
2020-04-24T04:11:11.950Z,60.4765,-152.8336667,4.22,-0.52,ml,6,180,0.01187,0.19,av,av70889069,2020-04-24T22:25:13.620Z,"5km W of Redoubt Volcano, Alaska",earthquake,0.72,0.88,0.243,6,reviewed,av,av
2020-04-24T04:09:05.188Z,62.7972,-148.922,0.2,1.1,ml,,,,0.83,ak,ak0205a98l0b,2020-04-24T04:14:46.089Z,"66km S of Cantwell, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-04-24T04:07:17.445Z,63.1557,-150.3787,104.1,1,ml,,,,0.15,ak,ak0205a986kg,2020-04-24T04:10:24.458Z,"76km WSW of Cantwell, Alaska",earthquake,,1.7,,,automatic,ak,ak
2020-04-24T04:05:01.510Z,33.5938333,-116.808,5.52,0.49,ml,22,55,0.03664,0.1,ci,ci39403568,2020-04-24T13:13:36.540Z,"13km WNW of Anza, CA",earthquake,0.2,0.57,0.165,15,reviewed,ci,ci
2020-04-24T03:53:42.660Z,52.0558333,-176.0998333,5.51,-0.12,ml,5,124,0.02902,0.23,av,av70889054,2020-04-24T21:30:18.860Z,"43km ENE of Adak, Alaska",earthquake,0.67,1.28,0.247,5,reviewed,av,av
2020-04-24T03:46:15.170Z,19.2073333,-155.3855,31.32,1.59,md,25,171,0.03208,0.12,hv,hv71487437,2020-04-28T00:54:24.050Z,"9km E of Pahala, Hawaii",earthquake,0.92,0.85,0.051,12,reviewed,hv,hv
2020-04-24T03:43:01.010Z,35.9175,-117.7315,9.42,1.07,ml,12,62,0.07249,0.06,ci,ci39403560,2020-04-24T13:12:51.260Z,"16km E of Little Lake, CA",earthquake,0.21,0.54,0.218,11,reviewed,ci,ci
2020-04-24T03:42:30.110Z,52.0771667,-176.1111667,-0.07,-0.46,ml,5,132,0.0314,0.06,av,av70889049,2020-04-24T21:28:17.210Z,"43km ENE of Adak, Alaska",earthquake,0.4,0.17,0.153,5,reviewed,av,av
2020-04-24T03:40:13.005Z,61.3993,-146.7209,22.5,1.7,ml,,,,0.81,ak,ak0205a8tt8y,2020-04-24T03:45:09.567Z,"35km NNW of Valdez, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-04-24T03:36:15.920Z,60.2147,-139.231,4.8,1.3,ml,,,,1.05,ak,ak0205a8sym0,2020-04-24T03:39:17.589Z,"79km NNE of Yakutat, Alaska",earthquake,,0.8,,,automatic,ak,ak
2020-04-24T03:34:25.545Z,37.7723,68.5616,10,4.6,mb,,184,0.406,0.83,us,us60009b5a,2020-04-24T03:52:41.040Z,"20km WSW of Qurghonteppa, Tajikistan",earthquake,7.1,1.9,0.072,57,reviewed,us,us
2020-04-24T03:29:31.990Z,52.3176667,-174.1573333,4.9,-0.27,ml,6,140,0.0279,0.22,av,av70889029,2020-04-24T21:13:08.930Z,"13km NNE of Atka, Alaska",earthquake,0.76,1.21,0.357,6,reviewed,av,av
2020-04-24T03:27:49.050Z,38.815834,-122.8178329,2.58,1.27,md,17,52,0.009682,0.02,nc,nc73375645,2020-04-24T07:20:33.683Z,"7km NW of The Geysers, CA",earthquake,0.27,0.6,0.64,3,automatic,nc,nc
2020-04-24T03:23:30.290Z,52.059,-176.1033333,4.48,-0.16,ml,6,94,0.02717,0.2,av,av70889044,2020-04-24T21:22:43.500Z,"43km ENE of Adak, Alaska",earthquake,0.55,1.02,0.302,6,reviewed,av,av
2020-04-24T03:06:17.132Z,62.3968,-151.2145,76.2,1.3,ml,,,,0.55,ak,ak0205a8mj6w,2020-04-24T03:18:13.256Z,"57km W of Talkeetna, Alaska",earthquake,,0.7,,,automatic,ak,ak
2020-04-24T03:01:55.880Z,38.8199997,-122.8003311,2.75,0.56,md,19,47,0.008332,0.02,nc,nc73375640,2020-04-24T03:16:03.917Z,"6km NW of The Geysers, CA",earthquake,0.26,0.68,0.37,2,automatic,nc,nc
2020-04-24T02:59:00.886Z,39.1729,-119.7086,6,-0.2,ml,3,224.59,0.018,0.0743,nn,nn00723604,2020-04-24T20:26:56.539Z,"5km ENE of Carson City, Nevada",earthquake,,5.8,0,1,reviewed,nn,nn
2020-04-24T02:57:25.330Z,37.6011667,-119.0161667,0.8,0.24,md,10,195,0.01229,0.05,nc,nc73375635,2020-04-24T09:32:02.972Z,"5km SW of Mammoth Lakes, CA",earthquake,0.53,0.41,0.382,9,reviewed,nc,nc
2020-04-24T02:54:07.985Z,61.6023,-150.4756,25.5,1.8,ml,,,,0.65,ak,ak0205a8bdbx,2020-04-24T03:02:49.684Z,"28km SW of Willow, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-04-24T02:44:57.800Z,52.0978333,-176.1595,3.49,-0.58,ml,4,249,0.0128,0.27,av,av70889009,2020-04-24T20:53:59.200Z,"41km NE of Adak, Alaska",earthquake,1.42,2.29,0.228,4,reviewed,av,av
2020-04-24T02:43:07.530Z,17.9336,-66.918,11,2.36,md,13,218,0.0568,0.22,pr,pr2020115003,2020-04-24T03:24:51.900Z,"4km SSW of Guanica, Puerto Rico",earthquake,0.84,0.58,0.14,11,reviewed,pr,pr
2020-04-24T02:34:25.225Z,62.9536,-149.886,81.1,1.2,ml,,,,0.47,ak,ak0205a874ai,2020-04-24T02:37:44.216Z,"67km SW of Cantwell, Alaska",earthquake,,1.3,,,automatic,ak,ak
2020-04-24T02:32:03.744Z,38.2255,-0.6125,5,1.9,ml,,266,0.707,0.38,us,us60009b58,2020-04-24T03:58:26.040Z,"5km NW of Santa Pola, Spain",earthquake,6.5,2,0.181,4,reviewed,us,us
2020-04-24T02:30:57.760Z,46.8631666666667,-121.9425,8.59,0.3,ml,10,106,0.008225,0.1,uw,uw61603682,2020-04-24T18:48:23.840Z,"24km E of Eatonville, Washington",earthquake,0.4,0.37,0.0963698898569721,4,reviewed,uw,uw
2020-04-24T02:26:51.280Z,61.8017,-151.0099,56.6,1.1,ml,,,,0.33,ak,ak0205a85gko,2020-04-24T02:36:03.448Z,"51km W of Willow, Alaska",earthquake,,0.8,,,automatic,ak,ak
2020-04-24T02:21:10.080Z,39.4095,-110.3048333,-1.41,1.2,md,5,199,0.02143,0.02,uu,uu60381477,2020-04-24T16:38:02.680Z,"18km SSE of East Carbon City, Utah",earthquake,1.61,1.07,0.338,5,reviewed,uu,uu
2020-04-24T02:12:01.160Z,64.7678,-148.9746,18.4,0.7,ml,,,,0.29,ak,ak0205a82cok,2020-04-24T02:16:17.983Z,"22km NNE of North Nenana, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-04-24T02:10:44.810Z,54.1356667,-165.9733333,3.09,-0.83,ml,5,134,0.01156,0.2,av,av70889024,2020-04-24T21:06:05.490Z,"13km W of Akutan, Alaska",earthquake,1.32,0.71,0.331,4,reviewed,av,av
2020-04-24T02:01:40.640Z,54.1341667,-165.9783333,3.43,-0.44,ml,9,83,0.01197,0.16,av,av70889014,2020-04-24T21:00:02.400Z,"13km W of Akutan, Alaska",earthquake,0.31,0.51,0.286,8,reviewed,av,av
2020-04-24T01:54:59.678Z,64.7763,-149.0044,21.8,3.7,ml,,,,0.68,ak,ak0205a7q1nx,2020-04-25T19:27:45.393Z,"22km NNE of North Nenana, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2020-04-24T01:53:21.802Z,63.0197,-148.7129,2.9,1.2,ml,,,,0.67,ak,ak0205a7pr10,2020-04-24T02:00:10.034Z,"43km SSE of Cantwell, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-04-24T01:44:50.700Z,19.0695,-66.4808,37,1.81,ml,15,248,0.5944,0.29,pr,pr2020115002,2020-04-24T02:47:06.802Z,"67km N of Tierras Nuevas Poniente, Puerto Rico",earthquake,1.67,5.97,0,0,reviewed,pr,pr
2020-04-24T01:40:38.590Z,37.5928345,-119.0163345,1.08,1.35,md,14,202,0.0195,0.03,nc,nc73375625,2020-04-24T01:55:03.390Z,"6km SW of Mammoth Lakes, CA",earthquake,0.47,0.79,0.38,13,automatic,nc,nc
2020-04-24T01:31:48.600Z,51.9198333,179.61,8.53,0.44,ml,6,130,0.0151,0.12,av,av62159771,2020-04-25T00:16:10.090Z,"3km S of Semisopochnoi Island, Alaska",earthquake,0.56,0.67,0.208,5,reviewed,av,av
2020-04-24T01:29:43.610Z,44.8001667,-111.3188333,12.37,-0.19,md,6,144,0.0848,0.12,uu,uu60381472,2020-04-24T16:43:20.400Z,"22km NW of West Yellowstone, Montana",earthquake,0.88,1.3,0.194,3,reviewed,uu,uu
2020-04-24T01:28:29.660Z,34.0101667,-116.955,8.84,0.83,ml,19,64,0.04065,0.13,ci,ci39403520,2020-04-24T04:21:07.862Z,"8km ESE of Yucaipa, CA",earthquake,0.2,0.62,0.093,12,reviewed,ci,ci
2020-04-24T01:27:54.170Z,44.1425,-114.3193333,8.11,2.66,ml,11,86,0.584,0.2,mb,mb80411324,2020-04-24T02:52:05.490Z,"40km S of Challis, Idaho",earthquake,0.59,1.42,0.166,21,reviewed,mb,mb
2020-04-24T01:23:54.010Z,33.4818333,-116.495,10.57,0.61,ml,31,60,0.08124,0.13,ci,ci39403512,2020-04-24T16:24:18.634Z,"18km ESE of Anza, CA",earthquake,0.17,0.28,0.156,15,reviewed,ci,ci
2020-04-24T01:05:18.050Z,35.8321667,-117.6575,6.78,0.74,ml,16,85,0.05143,0.13,ci,ci39403504,2020-04-24T16:13:39.898Z,"24km N of Ridgecrest, CA",earthquake,0.21,0.42,0.164,4,reviewed,ci,ci
2020-04-24T01:01:51.770Z,48.4383333333333,-123.21,21.17,1.58,ml,19,52,0.08072,0.28,uw,uw61603642,2020-04-24T19:05:48.960Z,"11km E of Victoria, Canada",earthquake,0.67,0.98,0.104751229127403,8,reviewed,uw,uw
2020-04-24T00:54:26.800Z,33.5958333,-116.8088333,4.74,0.4,ml,19,77,0.0374,0.11,ci,ci39403496,2020-04-24T16:08:50.725Z,"13km WNW of Anza, CA",earthquake,0.16,0.27,0.204,6,reviewed,ci,ci
2020-04-24T00:53:32.690Z,35.662,-117.4941667,4.65,0.72,ml,17,101,0.07971,0.12,ci,ci39403488,2020-04-24T16:03:02.505Z,"14km SW of Searles Valley, CA",earthquake,0.22,0.59,0.1,6,reviewed,ci,ci
2020-04-24T00:45:54.028Z,63.5004,-150.0919,108.5,0.9,ml,,,,0.21,ak,ak0205a72ohs,2020-04-24T00:53:26.502Z,"58km WNW of Cantwell, Alaska",earthquake,,1.7,,,automatic,ak,ak
2020-04-24T00:41:57.640Z,33.4985,-116.7885,6.85,0.63,ml,30,34,0.01701,0.12,ci,ci39403472,2020-04-24T15:51:50.249Z,"9km NE of Aguanga, CA",earthquake,0.15,0.46,0.105,14,reviewed,ci,ci
2020-04-24T00:40:00.360Z,38.8343315,-122.7845001,2.05,0.92,md,19,62,0.006116,0.03,nc,nc73375605,2020-04-24T00:58:03.360Z,"6km WNW of Cobb, CA",earthquake,0.24,0.42,0.04,3,automatic,nc,nc
2020-04-24T00:38:00.426Z,63.3353,-150.0827,103.2,2.7,ml,,,,0.68,ak,ak0205a7120a,2020-04-26T03:37:42.040Z,"59km W of Cantwell, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-04-24T00:34:44.280Z,17.8815,-66.8611,12,2.35,md,14,235,0.0953,0.15,pr,pr2020115001,2020-04-24T02:05:43.847Z,"11km SSE of Guanica, Puerto Rico",earthquake,0.84,0.59,0.21,10,reviewed,pr,pr
2020-04-24T00:31:21.320Z,44.532,-115.2341667,2.07,1.93,ml,7,142,0.444,0.24,mb,mb80411299,2020-04-24T02:59:52.100Z,"64km E of Cascade, Idaho",earthquake,0.86,5.85,0.182,5,reviewed,mb,mb
2020-04-24T00:30:35.727Z,13.8678,-93.098,13.18,5.4,mww,,59,1.509,0.75,us,us60009b3q,2020-04-28T15:42:43.536Z,"119km SW of Puerto Madero, Mexico",earthquake,7.1,3.4,0.037,72,reviewed,us,us
2020-04-24T00:26:37.890Z,39.4086667,-110.3018333,-1.64,1.88,md,6,186,0.02371,0.03,uu,uu60381462,2020-04-24T16:46:57.540Z,"18km SSE of East Carbon City, Utah",earthquake,1.1,0.89,0.333,5,reviewed,uu,uu
2020-04-24T00:20:29.758Z,66.9547,-143.31,0,1.4,ml,,,,0.62,ak,ak0205a6x9fy,2020-04-24T00:29:48.386Z,"96km ENE of Fort Yukon, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-04-24T00:13:30.990Z,61.2999,-146.1685,20,1.8,ml,,,,0.89,ak,ak0205a6vrgw,2020-04-24T00:19:05.837Z,"21km NNE of Valdez, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-04-24T00:13:02.960Z,36.0460014,-120.6218338,0.86,0.53,md,7,233,0.03082,0.08,nc,nc73375600,2020-04-24T00:18:02.473Z,"24km NW of Parkfield, CA",earthquake,3.9,7.62,0.16,2,automatic,nc,nc
2020-04-24T00:07:05.160Z,44.4555,-110.3915,2.01,0.91,md,9,110,0.09938,0.22,uu,uu60381457,2020-04-24T16:53:10.300Z,"34km E of Old Faithful Geyser, Wyoming",earthquake,0.51,3.82,0.26,6,reviewed,uu,uu
2020-04-24T00:04:32.360Z,17.9106,-66.8453,10,2.25,md,13,229,0.0729,0.23,pr,pr2020115000,2020-04-24T00:42:21.798Z,"8km SSE of Maria Antonia, Puerto Rico",earthquake,0.91,0.76,0.16,11,reviewed,pr,pr
2020-04-23T23:45:44.580Z,52.077,-176.303,6.77,-0.16,ml,4,312,0.07871,0.23,av,av70888844,2020-04-24T01:10:13.160Z,"32km NE of Adak, Alaska",earthquake,1.63,2.73,0.135,4,reviewed,av,av
2020-04-23T23:45:31.380Z,38.0596657,-118.7904968,2.7,2.11,md,17,134,0.2955,0.08,nc,nc73375595,2020-04-24T04:33:04.616Z,"26km SE of Bodie, CA",earthquake,0.47,10.11,0.16,15,automatic,nc,nc
2020-04-23T23:45:22.900Z,33.491,-116.7916667,5.89,1.25,ml,47,32,0.02251,0.18,ci,ci39403456,2020-04-24T13:13:41.160Z,"9km NE of Aguanga, CA",earthquake,0.19,0.55,0.134,25,reviewed,ci,ci
2020-04-23T23:43:02.870Z,40.7878333,-111.9438333,9.98,0.72,md,8,100,0.02184,0.14,uu,uu60381452,2020-04-24T16:42:46.050Z,"5km NW of Salt Lake City, Utah",earthquake,1.03,0.99,0.195,3,reviewed,uu,uu
2020-04-23T23:31:45.855Z,59.9263,-152.5848,75,0.8,ml,,,,0.32,ak,ak02058x59y1,2020-04-23T23:36:46.142Z,"45km WNW of Anchor Point, Alaska",earthquake,,1.3,,,automatic,ak,ak
2020-04-23T23:29:16.277Z,66.3176,-156.7299,0,1.4,ml,,,,0.86,ak,ak02058x4s87,2020-04-23T23:41:57.568Z,"66km S of Kobuk, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-04-23T23:28:23.196Z,37.6528,-105.4913,5,1.8,ml,,80,0.093,0.1,us,us60009bjh,2020-04-25T03:26:19.040Z,"36km ENE of Alamosa East, Colorado",earthquake,1.1,1.8,0.081,20,reviewed,us,us
2020-04-23T23:26:54.710Z,19.2233334,-155.4006653,31.86,2.17,ml,47,145,0.01441,0.15,hv,hv71487322,2020-04-23T23:32:28.380Z,"8km ENE of Pahala, Hawaii",earthquake,0.52,0.82,0.29,4,automatic,hv,hv
2020-04-23T23:21:33.660Z,40.7256667,-112.0806667,10.9,0.74,md,13,61,0.02786,0.17,uu,uu60381447,2020-04-24T16:38:23.280Z,"2km NE of Magna, Utah",earthquake,0.52,0.79,0.1,5,reviewed,uu,uu
2020-04-23T23:18:49.970Z,19.2278328,-155.4015045,31.88,2.05,md,44,147,0.01034,0.12,hv,hv71487312,2020-04-23T23:21:53.380Z,"8km ENE of Pahala, Hawaii",earthquake,0.63,0.72,0.17,18,automatic,hv,hv
2020-04-23T23:18:26.806Z,48.8127,21.8106,10,3.3,ml,,82,1.56,0.96,us,us60009b2t,2020-04-29T08:53:20.634Z,"7km SSW of Strazske, Slovakia",earthquake,6.2,2,0.085,18,reviewed,us,us
2020-04-23T23:17:22.050Z,40.7265,-112.0786667,11.03,1.81,ml,33,32,0.03252,0.13,uu,uu60381442,2020-04-24T15:23:37.000Z,"2km NE of Magna, Utah",earthquake,0.23,0.37,0.083,9,reviewed,uu,uu
2020-04-23T23:13:42.240Z,38.7874985,-122.7378311,1.69,0.84,md,8,88,0.004342,0,nc,nc73375590,2020-04-23T23:21:05.694Z,"2km NE of The Geysers, CA",earthquake,0.42,0.8,0.23,2,automatic,nc,nc
2020-04-23T23:12:38.420Z,33.973,-117.1576667,16.08,1.11,ml,41,43,0.08087,0.23,ci,ci39403432,2020-04-24T13:14:44.630Z,"8km NE of Moreno Valley, CA",earthquake,0.31,0.67,0.182,29,reviewed,ci,ci
2020-04-23T23:12:23.340Z,40.703,-112.092,11.55,0.93,md,13,88,0.04384,0.15,uu,uu60381432,2020-04-24T15:27:15.630Z,"1km SE of Magna, Utah",earthquake,0.52,0.74,0.047,6,reviewed,uu,uu
2020-04-23T23:10:24.901Z,60.8596,-147.1214,0,1.4,ml,,,,0.81,ak,ak02058x0qai,2020-04-23T23:13:51.144Z,"51km SW of Valdez, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-04-23T23:05:08.340Z,40.8145,-112.0056667,7.34,0.84,md,10,175,0.04024,0.1,uu,uu60381427,2020-04-24T16:33:23.100Z,"9km WSW of North Salt Lake, Utah",earthquake,0.45,1.11,0.082,4,reviewed,uu,uu
2020-04-23T22:58:46.476Z,-31.0537,-71.5542,35,3.8,mb,,123,0.497,0.67,us,us60009b2c,2020-04-25T02:37:00.514Z,"60km SSW of Ovalle, Chile",earthquake,2.5,2,0.36,2,reviewed,us,us
2020-04-23T22:55:27.870Z,38.5878334,-122.7148361,0.77,1.76,md,26,95,0.1271,0.09,nc,nc73375585,2020-04-24T00:15:04.223Z,"9km NNE of Larkfield-Wikiup, CA",earthquake,0.41,8.68,0.25,13,automatic,nc,nc
2020-04-23T22:50:57.900Z,45.5065,-118.017,-1.08,1.76,ml,3,169,0.4114,0.03,uw,uw61603552,2020-04-23T23:40:15.000Z,"10km SW of Elgin, Oregon",explosion,0.66,31.61,0.0732733542519646,3,reviewed,uw,uw
2020-04-23T22:47:50.100Z,37.4751667,-118.7723333,8.63,0.73,md,13,128,0.1232,0.12,nc,nc73375580,2020-04-28T06:55:03.277Z,"13km SW of Toms Place, CA",earthquake,0.37,1.69,0.197,12,reviewed,nc,nc
2020-04-23T22:42:33.590Z,36.1221667,-117.8763333,4.35,0.98,ml,23,56,0.01798,0.12,ci,ci39403392,2020-04-24T15:45:14.175Z,"11km NE of Coso Junction, CA",earthquake,0.19,0.23,0.241,9,reviewed,ci,ci
2020-04-23T22:36:43.090Z,17.8853,-66.8496,10,2.46,md,16,234,0.0945,0.24,pr,pr2020114022,2020-04-23T23:24:11.875Z,"11km SSE of Guanica, Puerto Rico",earthquake,0.88,0.77,0.2,10,reviewed,pr,pr
